,"X,Y","""Ing. Civil Telecomunicaciones""
00:1E:E5:7B:E0:BE","""Lab ERNC""
00:90:4C:91:00:03","""Lab Energia Renovable 2""
98:FC:11:54:32:53","""Microondas""
48:F8:B3:22:4D:4B","""AP_1612927617""
BC:54:F9:FC:7F:60","""Lab Energias Renovables""
F4:EC:38:D2:09:78","""Vibraciones""
50:C7:BF:DD:C3:B3","""Sala Dise\xC3\xB1o""
0A:18:D6:CB:01:A4","""SMA1930055648""
B0:72:BF:05:3C:3D","""linksys""
00:25:9C:98:4B:7D","""Convertidores Estaticos""
20:AA:4B:AE:FD:0A","""UdeC""
84:D4:7E:29:3E:80","""WiFi-UdeC""
84:D4:7E:29:3E:81","""eduroam""
84:D4:7E:29:3E:82","""FabLab""
AC:84:C6:3E:EF:51","""DII-SalaEstudio""
D8:5D:4C:BF:11:FA","""Controlistas""
54:E6:FC:E7:FA:D2","""LCDA""
B0:48:7A:DE:14:8C","""Die231""
EC:08:6B:42:B5:4A","""Sistemas Electronicos""
64:70:02:40:6C:DE","""Laboratorio de Redes""
48:F8:B3:22:4C:FA","""Docentes FI""
0E:18:D6:CB:01:A4","""LCSE-24""
F8:E9:03:C7:2C:80","""ANDES""
00:11:95:09:C1:4A"
157,"(1,1)",-65,-63,-63,-67,-63,-61,-57,-65,-75,-79,-61,-67,-67,-65,-71,-81,-77,-61,-35,-65,-79,-81,-79,-79
158,"(1,1)",-65,-59,-65,-67,-63,-59,-57,-65,-77,-75,-61,-67,-67,-67,-71,-81,-77,-61,-35,-61,-79,-81,-79,-79
159,"(1,1)",-65,-61,-63,-77,-61,-63,-57,-63,-77,-75,-61,-81,-67,-65,-65,-79,-77,-61,-35,-61,-79,-81,-79,-83
160,"(1,1)",-65,-61,-81,-67,-65,-63,-57,-65,-75,-77,-61,-67,-67,-65,-65,-81,-75,-61,-35,-67,-79,-81,-81,-83
161,"(1,1)",-65,-61,-59,-67,-65,-63,-57,-65,-75,-81,-61,-67,-67,-65,-65,-79,-75,-77,-35,-63,-77,-81,-81,-83
162,"(1,1)",-65,-59,-65,-67,-63,-65,-57,-63,-75,-73,-61,-67,-67,-65,-71,-81,-77,-61,-43,-65,-79,-81,-81,-83
163,"(1,1)",-67,-61,-63,-67,-63,-63,-59,-65,-75,-81,-61,-67,-65,-67,-67,-83,-77,-61,-35,-65,-75,-81,-79,-81
164,"(1,1)",-65,-61,-63,-67,-63,-61,-59,-67,-75,-79,-63,-67,-67,-67,-75,-83,-77,-61,-37,-63,-75,-81,-79,-81
165,"(1,1)",-65,-59,-63,-67,-65,-61,-75,-59,-75,-79,-61,-69,-67,-67,-71,-83,-75,-61,-35,-65,-75,-85,-79,-81
166,"(1,1)",-65,-63,-63,-65,-65,-63,-75,-63,-75,-79,-61,-67,-67,-65,-71,-83,-75,-61,-35,-65,-75,-85,-79,-81
167,"(1,1)",-65,-57,-63,-65,-59,-61,-57,-61,-75,-77,-61,-67,-67,-65,-71,-83,-75,-61,-35,-61,-75,-85,-83,-83
168,"(1,1)",-65,-59,-63,-65,-61,-63,-57,-61,-75,-81,-61,-67,-67,-65,-67,-83,-75,-59,-45,-77,-75,-85,-79,-83
169,"(1,1)",-65,-59,-63,-67,-61,-63,-55,-67,-75,-79,-59,-67,-67,-65,-67,-83,-77,-63,-45,-65,-75,-85,-81,-83
170,"(1,1)",-65,-57,-63,-67,-61,-63,-55,-67,-81,-79,-61,-67,-67,-67,-67,-83,-77,-63,-37,-65,-75,-85,-81,-83
171,"(1,1)",-65,-59,-63,-65,-65,-65,-57,-63,-77,-79,-63,-67,-67,-65,-73,-83,-77,-61,-45,-63,-79,-81,-79,-83
172,"(1,1)",-65,-57,-63,-67,-63,-65,-57,-63,-75,-79,-61,-77,-67,-65,-73,-83,-77,-61,-45,-65,-79,-81,-79,-83
173,"(1,1)",-65,-57,-61,-69,-65,-63,-57,-63,-75,-77,-59,-67,-67,-65,-73,-83,-77,-61,-35,-67,-75,-81,-79,-83
174,"(1,1)",-65,-59,-63,-67,-63,-63,-57,-63,-75,-77,-61,-75,-67,-75,-71,-81,-75,-61,-35,-67,-75,-79,-81,-79
175,"(1,1)",-65,-63,-63,-67,-61,-61,-57,-63,-77,-77,-61,-67,-67,-67,-71,-81,-75,-61,-37,-61,-75,-79,-81,-77
176,"(1,1)",-65,-63,-59,-67,-63,-61,-57,-63,-75,-73,-61,-67,-65,-65,-65,-83,-75,-63,-35,-65,-73,-79,-79,-77
177,"(1,1)",-65,-59,-63,-63,-65,-63,-55,-65,-77,-77,-61,-67,-67,-65,-63,-81,-75,-63,-35,-61,-73,-79,-81,-77
178,"(1,1)",-65,-61,-63,-67,-65,-61,-57,-63,-75,-79,-61,-67,-67,-65,-65,-77,-75,-63,-45,-65,-79,-79,-81,-77
179,"(1,1)",-65,-61,-63,-67,-63,-63,-55,-65,-79,-79,-59,-67,-67,-67,-71,-77,-75,-61,-35,-63,-79,-79,-81,-77
180,"(1,1)",-65,-61,-61,-67,-63,-65,-57,-65,-77,-79,-61,-65,-67,-67,-73,-83,-77,-61,-35,-63,-81,-79,-81,-77
181,"(1,1)",-65,-57,-61,-69,-73,-65,-57,-67,-75,-79,-61,-67,-67,-65,-71,-83,-79,-75,-37,-65,-79,-79,-81,-77
182,"(1,1)",-65,-61,-63,-67,-65,-63,-57,-65,-77,-81,-61,-67,-67,-67,-69,-83,-77,-61,-37,-61,-79,-79,-79,-77
183,"(1,1)",-65,-59,-61,-67,-65,-63,-55,-63,-77,-77,-61,-67,-67,-67,-65,-83,-77,-61,-35,-63,-75,-83,-81,-77
184,"(1,1)",-65,-63,-63,-65,-65,-65,-57,-65,-75,-77,-61,-67,-67,-67,-65,-81,-77,-61,-45,-63,-79,-85,-81,-77
185,"(1,1)",-61,-61,-63,-61,-65,-65,-57,-65,-77,-77,-61,-67,-67,-67,-65,-85,-77,-61,-47,-67,-79,-85,-81,-77
186,"(1,1)",-67,-61,-65,-67,-65,-61,-57,-65,-73,-77,-63,-69,-67,-67,-61,-83,-77,-61,-37,-67,-79,-85,-79,-77
187,"(1,1)",-61,-61,-63,-67,-63,-63,-57,-63,-77,-77,-63,-65,-67,-65,-65,-83,-77,-61,-45,-65,-81,-77,-79,-83
188,"(1,1)",-65,-59,-63,-67,-65,-65,-57,-63,-73,-79,-61,-75,-67,-65,-65,-83,-71,-61,-35,-63,-79,-81,-79,-81
189,"(1,1)",-65,-59,-61,-67,-65,-63,-57,-61,-75,-77,-61,-67,-67,-65,-65,-83,-77,-61,-35,-63,-77,-81,-79,-81
190,"(1,1)",-67,-83,-63,-69,-61,-63,-57,-61,-77,-79,-61,-67,-67,-65,-73,-83,-77,-61,-35,-65,-81,-81,-79,-81
191,"(1,1)",-65,-61,-65,-69,-63,-65,-55,-61,-75,-79,-61,-67,-67,-65,-67,-83,-77,-61,-35,-67,-77,-81,-79,-81
192,"(1,1)",-65,-61,-63,-69,-63,-61,-55,-61,-75,-79,-61,-67,-67,-65,-71,-83,-77,-63,-35,-65,-77,-81,-79,-81
193,"(1,1)",-65,-63,-63,-67,-65,-61,-55,-61,-75,-73,-63,-67,-67,-65,-67,-83,-77,-61,-35,-61,-77,-81,-81,-81
194,"(1,1)",-65,-59,-63,-69,-63,-63,-57,-63,-75,-79,-61,-75,-67,-65,-65,-83,-77,-63,-35,-63,-79,-81,-81,-83
195,"(1,1)",-65,-59,-63,-67,-65,-63,-57,-63,-75,-77,-61,-75,-67,-67,-71,-83,-77,-61,-45,-63,-79,-79,-83,-83
196,"(1,1)",-65,-57,-65,-65,-65,-61,-57,-65,-75,-79,-61,-67,-65,-65,-65,-85,-79,-61,-47,-63,-77,-79,-83,-83
197,"(1,1)",-65,-57,-61,-67,-63,-63,-57,-63,-75,-79,-63,-67,-67,-65,-71,-85,-79,-67,-35,-63,-79,-77,-83,-83
198,"(1,1)",-65,-65,-63,-71,-65,-63,-57,-65,-75,-75,-59,-67,-65,-65,-65,-85,-77,-63,-35,-61,-79,-77,-75,-83
199,"(1,1)",-65,-63,-63,-69,-65,-61,-57,-67,-75,-79,-61,-67,-65,-61,-65,-83,-79,-63,-35,-65,-79,-77,-75,-83
200,"(1,1)",-65,-59,-63,-67,-61,-63,-55,-67,-75,-79,-59,-65,-65,-61,-65,-83,-79,-63,-45,-65,-79,-77,-75,-83
201,"(1,1)",-65,-59,-63,-69,-65,-63,-57,-65,-75,-79,-61,-67,-67,-67,-71,-81,-79,-61,-47,-67,-79,-77,-75,-85
202,"(1,1)",-65,-63,-63,-67,-65,-65,-57,-63,-77,-75,-59,-67,-67,-67,-73,-81,-79,-61,-35,-63,-79,-77,-81,-85
203,"(1,1)",-65,-61,-63,-67,-65,-65,-57,-63,-75,-73,-61,-67,-67,-65,-71,-81,-79,-61,-37,-67,-77,-81,-81,-83
204,"(1,1)",-65,-61,-63,-65,-63,-65,-57,-63,-77,-77,-61,-69,-67,-65,-65,-81,-77,-59,-33,-67,-79,-81,-81,-83
205,"(1,1)",-65,-61,-63,-67,-63,-63,-57,-67,-75,-79,-61,-67,-67,-65,-71,-83,-77,-61,-33,-63,-89,-81,-79,-83
206,"(1,1)",-65,-59,-63,-69,-65,-63,-59,-63,-75,-79,-61,-67,-67,-65,-65,-83,-73,-73,-35,-65,-77,-81,-79,-83
207,"(1,1)",-65,-61,-63,-69,-61,-63,-55,-67,-75,-77,-59,-67,-69,-67,-65,-81,-77,-61,-37,-67,-77,-81,-79,-83
208,"(1,1)",-65,-61,-63,-69,-65,-63,-57,-67,-77,-79,-61,-67,-67,-67,-71,-81,-77,-63,-43,-61,-77,-81,-79,-83
209,"(1,1)",-65,-63,-63,-67,-65,-63,-57,-67,-75,-79,-61,-69,-67,-67,-71,-81,-77,-63,-35,-63,-79,-83,-79,-83
210,"(1,1)",-65,-63,-63,-67,-65,-63,-57,-63,-75,-79,-61,-67,-67,-65,-73,-83,-77,-63,-45,-63,-81,-81,-79,-83
211,"(1,1)",-63,-57,-63,-69,-67,-65,-57,-67,-73,-77,-61,-67,-65,-61,-73,-83,-77,-61,-45,-61,-81,-81,-79,-81
212,"(1,1)",-65,-57,-63,-67,-63,-63,-57,-65,-75,-77,-59,-67,-67,-67,-67,-83,-77,-61,-35,-83,-79,-81,-81,-83
213,"(1,1)",-65,-63,-65,-67,-67,-63,-55,-67,-75,-75,-61,-67,-67,-65,-65,-83,-79,-63,-45,-63,-77,-83,-81,-87
214,"(1,1)",-65,-63,-63,-67,-65,-65,-57,-61,-75,-77,-61,-67,-67,-65,-65,-83,-79,-61,-35,-67,-77,-83,-81,-83
215,"(1,1)",-65,-59,-61,-63,-65,-63,-57,-61,-77,-75,-61,-67,-67,-67,-71,-81,-77,-61,-35,-67,-79,-83,-81,-81
216,"(1,1)",-65,-59,-63,-67,-67,-63,-57,-67,-77,-77,-61,-67,-65,-65,-69,-81,-79,-61,-45,-65,-79,-83,-81,-85
217,"(1,1)",-65,-61,-61,-67,-73,-63,-57,-65,-75,-77,-61,-67,-65,-65,-69,-81,-79,-73,-47,-65,-77,-83,-79,-85
218,"(1,1)",-65,-61,-63,-67,-63,-63,-57,-63,-75,-77,-61,-67,-67,-65,-65,-81,-77,-61,-37,-65,-81,-83,-79,-85
219,"(1,1)",-65,-59,-63,-67,-65,-65,-77,-61,-73,-77,-59,-67,-67,-65,-71,-83,-77,-61,-35,-67,-81,-83,-81,-83
220,"(1,1)",-65,-61,-63,-69,-65,-63,-57,-61,-75,-79,-61,-67,-67,-65,-65,-83,-77,-61,-45,-65,-81,-83,-81,-81
221,"(1,1)",-65,-59,-63,-63,-65,-65,-57,-65,-75,-79,-57,-69,-67,-65,-73,-83,-77,-75,-45,-65,-79,-83,-81,-85
222,"(1,1)",-65,-59,-61,-63,-65,-65,-55,-67,-77,-79,-61,-65,-67,-67,-71,-83,-77,-61,-35,-65,-79,-83,-79,-85
223,"(1,1)",-65,-59,-65,-67,-65,-67,-57,-63,-79,-79,-61,-67,-65,-75,-75,-83,-77,-61,-35,-63,-77,-83,-81,-81
224,"(1,1)",-65,-59,-63,-69,-65,-63,-57,-63,-75,-79,-61,-67,-65,-75,-71,-83,-77,-61,-35,-61,-81,-83,-73,-81
225,"(1,1)",-65,-63,-65,-67,-59,-61,-57,-67,-75,-77,-61,-67,-65,-67,-65,-83,-77,-57,-37,-65,-81,-83,-73,-83
226,"(1,1)",-65,-63,-63,-65,-65,-65,-55,-65,-75,-75,-61,-67,-65,-67,-75,-81,-71,-63,-37,-65,-81,-83,-79,-83
227,"(1,1)",-65,-61,-63,-67,-59,-63,-57,-63,-77,-75,-61,-65,-67,-65,-67,-77,-71,-61,-35,-61,-77,-83,-79,-85
228,"(1,1)",-65,-63,-63,-65,-65,-63,-57,-63,-75,-73,-61,-65,-67,-67,-65,-77,-71,-63,-35,-67,-79,-83,-79,-85
229,"(1,1)",-65,-59,-63,-67,-65,-65,-79,-65,-75,-81,-61,-67,-67,-61,-71,-83,-77,-61,-35,-65,-79,-83,-81,-85
230,"(1,1)",-65,-67,-63,-67,-79,-61,-57,-63,-75,-81,-61,-67,-67,-67,-65,-83,-79,-63,-35,-63,-81,-83,-81,-85
231,"(1,1)",-65,-63,-63,-67,-65,-63,-57,-67,-75,-77,-63,-67,-67,-65,-71,-81,-75,-63,-37,-67,-77,-83,-81,-83
232,"(1,1)",-65,-61,-63,-67,-61,-65,-57,-67,-75,-77,-61,-67,-67,-67,-65,-81,-77,-61,-45,-67,-79,-83,-81,-83
233,"(1,1)",-65,-63,-63,-61,-61,-65,-57,-61,-75,-79,-61,-67,-67,-65,-73,-79,-77,-63,-45,-65,-79,-83,-81,-77
234,"(1,1)",-65,-65,-63,-61,-63,-63,-57,-61,-75,-77,-61,-67,-67,-67,-73,-81,-79,-59,-35,-65,-81,-83,-81,-77
235,"(1,1)",-65,-65,-63,-63,-65,-63,-57,-61,-75,-79,-61,-69,-65,-67,-73,-81,-77,-63,-35,-67,-79,-83,-79,-83
236,"(1,1)",-63,-63,-63,-69,-65,-63,-57,-65,-75,-77,-61,-67,-67,-67,-65,-83,-77,-63,-43,-65,-75,-83,-79,-83
237,"(1,1)",-65,-61,-63,-65,-65,-63,-75,-61,-75,-81,-63,-67,-67,-67,-69,-83,-77,-63,-35,-65,-81,-83,-79,-83
238,"(1,1)",-65,-61,-63,-65,-65,-65,-59,-59,-77,-77,-61,-67,-67,-67,-59,-83,-77,-63,-47,-67,-75,-83,-79,-83
239,"(1,1)",-63,-59,-63,-65,-65,-59,-79,-61,-77,-77,-61,-67,-67,-67,-71,-83,-77,-63,-45,-65,-75,-83,-83,-83
240,"(1,1)",-65,-59,-63,-69,-63,-65,-57,-61,-75,-77,-61,-67,-67,-67,-71,-83,-77,-63,-35,-65,-75,-83,-83,-83
241,"(1,1)",-65,-63,-63,-63,-63,-63,-55,-65,-75,-77,-63,-69,-69,-67,-71,-83,-77,-61,-33,-65,-79,-83,-79,-83
242,"(1,1)",-63,-63,-63,-67,-65,-63,-57,-65,-75,-81,-59,-75,-69,-63,-73,-83,-77,-61,-35,-65,-79,-83,-81,-83
243,"(1,1)",-65,-63,-63,-67,-63,-63,-57,-65,-75,-77,-61,-67,-67,-65,-65,-83,-77,-59,-35,-65,-81,-83,-81,-83
244,"(1,1)",-65,-63,-61,-67,-75,-59,-55,-65,-77,-79,-61,-65,-67,-67,-73,-83,-77,-65,-45,-63,-79,-83,-81,-83
245,"(1,1)",-63,-65,-63,-61,-61,-63,-57,-61,-77,-77,-61,-69,-67,-65,-65,-85,-77,-63,-35,-63,-79,-83,-79,-83
246,"(1,1)",-65,-61,-63,-69,-65,-59,-57,-59,-77,-79,-61,-67,-65,-67,-65,-81,-77,-61,-35,-67,-77,-83,-79,-85
247,"(1,1)",-65,-59,-65,-69,-63,-61,-57,-65,-75,-79,-61,-65,-69,-65,-65,-81,-77,-73,-35,-63,-77,-83,-79,-85
248,"(1,1)",-65,-61,-63,-67,-63,-61,-57,-63,-75,-73,-61,-67,-67,-65,-73,-81,-77,-73,-35,-63,-79,-83,-79,-85
249,"(1,1)",-65,-59,-63,-67,-63,-63,-57,-67,-73,-75,-61,-67,-67,-65,-65,-81,-77,-63,-35,-63,-79,-83,-79,-83
250,"(1,1)",-65,-59,-61,-67,-63,-63,-57,-63,-75,-79,-61,-67,-67,-67,-67,-81,-77,-61,-37,-65,-79,-83,-83,-83
251,"(1,1)",-65,-59,-63,-63,-65,-63,-75,-67,-75,-77,-61,-67,-67,-63,-67,-81,-77,-61,-35,-67,-79,-83,-79,-83
252,"(1,1)",-65,-61,-61,-65,-65,-61,-57,-63,-75,-77,-61,-67,-67,-67,-73,-81,-63,-61,-45,-67,-79,-83,-79,-85
253,"(1,1)",-65,-59,-63,-65,-65,-63,-57,-65,-75,-79,-59,-67,-67,-67,-73,-83,-77,-61,-45,-65,-75,-83,-79,-83
254,"(1,1)",-65,-59,-63,-67,-65,-63,-55,-65,-75,-81,-61,-65,-67,-67,-71,-83,-77,-61,-35,-65,-79,-83,-79,-83
255,"(1,1)",-65,-59,-65,-67,-65,-61,-57,-65,-75,-77,-61,-67,-67,-65,-67,-83,-79,-61,-35,-67,-75,-83,-81,-87
256,"(1,1)",-65,-61,-63,-67,-65,-63,-57,-65,-77,-77,-63,-67,-67,-67,-71,-79,-79,-63,-45,-67,-79,-83,-81,-85
257,"(1,1)",-65,-61,-65,-69,-61,-63,-57,-65,-77,-77,-61,-67,-67,-63,-65,-79,-79,-61,-65,-61,-79,-83,-83,-85
258,"(1,1)",-65,-63,-63,-69,-63,-63,-57,-63,-75,-77,-59,-67,-67,-65,-75,-79,-79,-63,-65,-65,-79,-83,-83,-85
259,"(1,1)",-65,-61,-63,-69,-63,-61,-57,-65,-75,-77,-61,-67,-65,-65,-75,-79,-77,-61,-35,-67,-77,-83,-79,-83
260,"(1,1)",-65,-59,-63,-65,-67,-59,-57,-65,-73,-79,-61,-67,-67,-65,-73,-79,-77,-61,-47,-65,-79,-83,-79,-83
261,"(1,1)",-65,-59,-63,-69,-65,-85,-91,-63,-75,-77,-61,-67,-67,-65,-69,-79,-79,-61,-35,-65,-81,-83,-81,-83
262,"(1,1)",-65,-59,-59,-67,-65,-63,-57,-65,-73,-79,-61,-67,-67,-67,-63,-81,-77,-77,-35,-65,-75,-83,-77,-83
263,"(1,1)",-65,-59,-81,-63,-63,-63,-57,-65,-75,-77,-61,-69,-65,-65,-63,-81,-77,-67,-35,-65,-79,-83,-79,-83
264,"(1,1)",-65,-61,-63,-69,-65,-63,-75,-63,-75,-77,-61,-67,-67,-65,-65,-83,-77,-61,-35,-67,-79,-81,-79,-83
265,"(1,1)",-65,-61,-61,-61,-63,-63,-57,-61,-77,-79,-61,-67,-67,-65,-69,-81,-75,-61,-45,-61,-79,-81,-79,-83
266,"(1,1)",-65,-59,-63,-69,-65,-65,-59,-67,-75,-79,-61,-67,-65,-67,-67,-83,-75,-61,-45,-61,-79,-81,-79,-83
267,"(1,1)",-65,-57,-63,-67,-65,-65,-59,-59,-75,-77,-61,-67,-69,-67,-71,-83,-75,-61,-35,-67,-79,-81,-77,-83
268,"(1,1)",-63,-63,-63,-71,-85,-63,-57,-67,-75,-79,-61,-67,-67,-67,-67,-83,-79,-61,-47,-63,-77,-81,-85,-85
269,"(1,1)",-65,-61,-65,-69,-85,-63,-57,-63,-77,-77,-61,-67,-67,-67,-73,-83,-79,-61,-33,-61,-77,-81,-81,-85
270,"(1,1)",-65,-59,-63,-65,-65,-63,-59,-65,-75,-79,-61,-67,-69,-67,-71,-85,-79,-61,-45,-61,-75,-81,-81,-85
271,"(1,1)",-65,-61,-63,-63,-67,-63,-57,-63,-75,-77,-61,-67,-67,-65,-73,-85,-79,-61,-45,-63,-75,-81,-81,-81
272,"(1,1)",-65,-61,-63,-71,-63,-63,-57,-63,-75,-77,-61,-67,-67,-75,-65,-85,-79,-61,-45,-65,-75,-81,-79,-81
273,"(1,1)",-65,-61,-65,-63,-65,-63,-57,-67,-75,-79,-63,-67,-69,-65,-67,-83,-77,-61,-45,-63,-75,-81,-79,-81
274,"(1,1)",-65,-57,-61,-63,-63,-63,-57,-65,-75,-77,-59,-75,-67,-67,-65,-83,-77,-63,-45,-65,-79,-81,-79,-81
275,"(1,1)",-65,-63,-81,-67,-61,-61,-55,-65,-75,-77,-61,-75,-67,-67,-73,-85,-77,-61,-37,-63,-77,-81,-79,-83
276,"(1,1)",-65,-59,-65,-69,-63,-63,-57,-67,-73,-79,-61,-67,-67,-65,-67,-85,-77,-63,-35,-63,-81,-81,-79,-83
277,"(1,1)",-65,-59,-63,-67,-65,-63,-55,-65,-77,-77,-59,-67,-67,-67,-65,-85,-79,-61,-35,-67,-81,-81,-79,-83
278,"(1,1)",-65,-63,-63,-67,-63,-63,-57,-61,-75,-77,-63,-67,-67,-67,-73,-83,-75,-63,-35,-61,-81,-83,-79,-83
279,"(1,1)",-65,-63,-63,-69,-65,-63,-57,-63,-75,-77,-61,-67,-65,-67,-71,-81,-79,-61,-35,-65,-79,-83,-79,-83
280,"(1,1)",-65,-61,-65,-71,-59,-63,-59,-63,-77,-77,-59,-67,-65,-65,-61,-81,-79,-61,-45,-65,-77,-83,-79,-83
281,"(1,1)",-65,-61,-63,-67,-63,-63,-57,-61,-77,-79,-59,-67,-67,-67,-67,-81,-75,-61,-43,-65,-79,-83,-83,-83
282,"(1,1)",-65,-59,-63,-67,-63,-61,-57,-61,-73,-75,-59,-67,-67,-67,-67,-83,-77,-61,-35,-67,-79,-83,-83,-77
283,"(1,1)",-63,-63,-63,-69,-63,-61,-57,-65,-75,-77,-61,-67,-67,-65,-69,-83,-77,-63,-45,-67,-79,-83,-83,-77
284,"(1,1)",-65,-83,-61,-65,-61,-61,-57,-63,-75,-77,-63,-67,-67,-65,-65,-83,-77,-63,-37,-65,-79,-83,-83,-83
285,"(1,1)",-65,-59,-61,-69,-65,-61,-57,-63,-75,-79,-63,-67,-67,-65,-73,-83,-77,-61,-35,-65,-79,-83,-83,-81
286,"(1,1)",-65,-59,-63,-67,-65,-65,-57,-63,-75,-79,-61,-67,-67,-67,-73,-83,-77,-75,-47,-67,-79,-83,-81,-81
287,"(1,1)",-57,-59,-65,-65,-65,-63,-57,-63,-77,-79,-61,-67,-67,-67,-67,-83,-77,-61,-35,-65,-77,-83,-81,-81
288,"(1,1)",-65,-61,-63,-69,-65,-63,-57,-63,-75,-75,-61,-75,-67,-67,-73,-83,-75,-59,-35,-65,-81,-83,-81,-81
289,"(1,1)",-65,-61,-63,-69,-63,-63,-57,-67,-75,-77,-59,-67,-67,-67,-73,-83,-75,-61,-35,-61,-77,-79,-73,-81
290,"(1,1)",-65,-61,-63,-65,-63,-63,-77,-67,-77,-77,-59,-69,-69,-67,-65,-83,-77,-61,-33,-61,-77,-79,-83,-83
291,"(1,1)",-65,-61,-63,-65,-65,-63,-57,-61,-75,-79,-61,-67,-67,-65,-75,-81,-77,-61,-37,-59,-77,-79,-83,-83
292,"(1,1)",-65,-61,-61,-63,-73,-65,-57,-65,-75,-77,-61,-67,-67,-65,-75,-83,-73,-61,-35,-61,-77,-83,-81,-83
293,"(1,1)",-65,-59,-61,-63,-59,-63,-57,-65,-77,-77,-63,-67,-67,-67,-75,-81,-73,-77,-35,-67,-77,-83,-79,-83
294,"(1,1)",-61,-59,-61,-69,-61,-63,-57,-63,-75,-77,-61,-67,-67,-67,-67,-81,-75,-61,-35,-67,-77,-83,-81,-83
295,"(1,1)",-65,-63,-63,-69,-63,-65,-57,-63,-75,-77,-61,-67,-67,-67,-67,-83,-77,-81,-35,-67,-71,-83,-81,-83
296,"(1,1)",-65,-59,-63,-71,-65,-65,-57,-67,-75,-81,-61,-67,-67,-65,-71,-83,-79,-61,-45,-63,-79,-81,-73,-83
297,"(1,1)",-59,-57,-61,-67,-63,-65,-57,-63,-75,-79,-59,-67,-67,-65,-65,-83,-75,-63,-37,-63,-79,-81,-73,-83
298,"(1,1)",-65,-59,-65,-67,-65,-61,-57,-63,-75,-81,-61,-67,-67,-65,-71,-83,-73,-61,-45,-65,-79,-81,-79,-83
299,"(1,1)",-65,-59,-63,-69,-63,-63,-57,-61,-75,-75,-61,-67,-67,-65,-65,-77,-77,-63,-35,-65,-77,-81,-79,-83
300,"(1,1)",-59,-61,-61,-65,-63,-63,-57,-63,-75,-79,-61,-67,-67,-67,-65,-77,-75,-61,-45,-67,-77,-81,-83,-83
301,"(1,1)",-65,-63,-63,-67,-63,-63,-57,-65,-75,-79,-63,-67,-67,-67,-71,-77,-75,-73,-35,-61,-79,-79,-83,-83
302,"(1,1)",-65,-57,-63,-67,-63,-63,-57,-63,-77,-79,-61,-67,-67,-67,-71,-77,-77,-61,-47,-65,-79,-79,-83,-87
303,"(1,1)",-65,-57,-65,-67,-63,-63,-57,-65,-75,-79,-61,-65,-67,-67,-71,-83,-77,-61,-35,-65,-79,-81,-83,-85
304,"(1,1)",-65,-59,-63,-69,-65,-65,-57,-67,-75,-79,-61,-67,-67,-67,-63,-83,-77,-61,-45,-61,-79,-81,-83,-85
305,"(1,1)",-65,-61,-61,-69,-65,-63,-57,-67,-77,-77,-75,-67,-67,-65,-73,-85,-77,-61,-35,-61,-79,-81,-81,-83
306,"(1,1)",-65,-63,-63,-69,-63,-63,-57,-65,-77,-71,-61,-67,-67,-67,-71,-85,-79,-61,-45,-67,-79,-81,-81,-85
307,"(1,1)",-65,-59,-63,-67,-65,-63,-57,-65,-75,-75,-61,-67,-65,-65,-67,-85,-79,-61,-35,-65,-79,-81,-83,-85
308,"(1,1)",-65,-65,-63,-65,-63,-63,-57,-67,-75,-79,-61,-67,-67,-65,-71,-85,-79,-61,-37,-67,-79,-81,-79,-81
309,"(1,1)",-65,-61,-63,-65,-65,-63,-55,-67,-75,-77,-61,-67,-65,-67,-73,-83,-79,-67,-45,-67,-79,-81,-79,-83
310,"(1,1)",-65,-61,-63,-61,-65,-65,-55,-67,-75,-73,-59,-67,-67,-65,-73,-81,-75,-61,-45,-61,-77,-81,-75,-83
311,"(1,1)",-65,-59,-63,-71,-65,-63,-55,-67,-75,-75,-61,-75,-67,-67,-65,-83,-75,-61,-45,-61,-79,-79,-81,-83
312,"(1,1)",-65,-61,-63,-71,-47,-65,-59,-87,-75,-77,-61,-67,-65,-65,-65,-83,-79,-61,-43,-65,-81,-83,-81,-79
313,"(1,1)",-65,-61,-63,-65,-65,-63,-59,-65,-73,-75,-61,-67,-65,-65,-65,-83,-77,-61,-35,-65,-77,-83,-79,-81
314,"(1,1)",-65,-59,-63,-67,-65,-65,-57,-65,-75,-79,-59,-67,-65,-65,-65,-83,-77,-61,-45,-65,-79,-79,-81,-81
315,"(1,1)",-65,-63,-63,-67,-65,-63,-57,-65,-77,-79,-61,-67,-67,-65,-73,-83,-77,-61,-35,-65,-77,-83,-81,-85
316,"(1,1)",-65,-59,-63,-67,-65,-65,-55,-65,-75,-77,-59,-67,-67,-65,-65,-83,-75,-61,-33,-63,-79,-83,-81,-85
317,"(1,1)",-65,-63,-63,-65,-65,-65,-57,-67,-75,-77,-61,-67,-67,-65,-67,-83,-79,-63,-37,-65,-79,-83,-81,-81
318,"(1,1)",-65,-63,-63,-69,-65,-63,-59,-63,-75,-79,-63,-75,-67,-65,-63,-83,-77,-63,-35,-63,-77,-83,-81,-83
319,"(1,1)",-65,-59,-63,-67,-63,-61,-59,-63,-75,-79,-61,-75,-67,-67,-63,-83,-77,-67,-45,-63,-77,-83,-81,-85
320,"(1,1)",-65,-59,-61,-57,-63,-63,-55,-63,-75,-79,-61,-67,-67,-67,-65,-83,-79,-61,-45,-67,-79,-83,-81,-85
321,"(1,1)",-65,-59,-63,-65,-63,-65,-57,-65,-73,-79,-63,-65,-67,-67,-69,-83,-79,-61,-45,-65,-79,-83,-81,-85
